	Link	District	Representative	Party	Prior experience	Education	Assumed Office	Born In
297	https://en.wikipedia.org/wiki/Kevin_Cramer	North Dakota At Large	 Cramer, KevinKevin Cramer	Republican	North Dakota Public Service Commissioner	"Concordia College
University of Mary"	2013	1961
298	https://en.wikipedia.org/wiki/Steve_Chabot	Ohio 1	 Chabot, SteveSteve Chabot	Republican	Cincinnati City Council, Hamilton County Commissioner, U.S. House	"College of William & Mary
Northern Kentucky University"	2011	1953
299	https://en.wikipedia.org/wiki/Brad_Wenstrup	Ohio 2	 Wenstrup, BradBrad Wenstrup	Republican	Physician	University of Cincinnati	2013	1958
300	https://en.wikipedia.org/wiki/Joyce_Beatty	Ohio 3	 Beatty, JoyceJoyce Beatty	Democratic	Ohio House of Representatives	"Central State University
Wright State University
University of Cincinnati"	2013	1951
301	https://en.wikipedia.org/wiki/Jim_Jordan_(Ohio_politician)	Ohio 4	 Jordan, JimJim Jordan	Republican	Ohio Senate, Ohio House of Representatives	University of Wisconsin–Madison	2007	1964
302	https://en.wikipedia.org/wiki/Bob_Latta	Ohio 5	 Latta, BobBob Latta	Republican	Wood County Commissioner, Ohio House of Representatives, Ohio Senate	"Bowling Green State University
University of Toledo"	2007	1956
303	https://en.wikipedia.org/wiki/Bill_Johnson_(Ohio_politician)	Ohio 6	 Johnson, BillBill Johnson	Republican	United States Air Force	Troy University	2011	1954
304	https://en.wikipedia.org/wiki/Bob_Gibbs	Ohio 7	 Gibbs, BobBob Gibbs	Republican	Ohio Senate, Ohio House of Representatives	Ohio State University Agricultural Technical Institute	2011	1954
305	https://en.wikipedia.org/wiki/Warren_Davidson	Ohio 8	 Davidson, WarrenWarren Davidson	Republican	Businessman	"United States Military Academy
University of Notre Dame"	2016	1970
306	https://en.wikipedia.org/wiki/Marcy_Kaptur	Ohio 9	 Kaptur, MarcyMarcy Kaptur	Democratic	Domestic Policy Advisor, Carter Adm.	"University of Wisconsin
University of Michigan
Massachusetts Institute of Technology"	1983	1946
307	https://en.wikipedia.org/wiki/Mike_Turner	Ohio 10	 Turner, MikeMike Turner	Republican	Mayor of Dayton	"Ohio Northern University
Case Western Reserve University
University of Dayton"	2003	1960
308	https://en.wikipedia.org/wiki/Marcia_Fudge	Ohio 11	 Fudge, MarciaMarcia Fudge	Democratic	Mayor of Warrensville Heights	"Ohio State University
Cleveland-Marshall College of Law"	2008*	1952
309	https://en.wikipedia.org/wiki/Pat_Tiberi	Ohio 12	 Tiberi, PatPat Tiberi	Republican	Ohio House of Representatives	"Ohio State University
Capital University"	2001	1962
310	https://en.wikipedia.org/wiki/Tim_Ryan_(politician)	Ohio 13	 Ryan, TimTim Ryan	Democratic	Ohio Senate	"Bowling Green State University
University of New Hampshire School of Law"	2003	1973
311	https://en.wikipedia.org/wiki/David_Joyce_(politician)	Ohio 14	 Joyce, DavidDavid Joyce	Republican	Geauga County Prosecutor	University of Dayton	2013	1957
312	https://en.wikipedia.org/wiki/Steve_Stivers	Ohio 15	 Stivers, SteveSteve Stivers	Republican	Ohio Senate	Ohio State University	2011	1965
313	https://en.wikipedia.org/wiki/Jim_Renacci	Ohio 16	 Renacci, JimJim Renacci	Republican	businessman, Mayor of Wadsworth	Indiana University of Pennsylvania	2011	1958
314	https://en.wikipedia.org/wiki/Jim_Bridenstine	Oklahoma 1	 Bridenstine, JimJim Bridenstine	Republican	Museum director	"Rice University
Samuel Curtis Johnson Graduate School of Management"	2013	1975
315	https://en.wikipedia.org/wiki/Markwayne_Mullin	Oklahoma 2	 Mullin, MarkwayneMarkwayne Mullin	Republican	Businessman	Missouri Valley College	2013	1977
316	https://en.wikipedia.org/wiki/Frank_Lucas_(Oklahoma)	Oklahoma 3	 Lucas, FrankFrank Lucas	Republican	Oklahoma House of Representatives	Oklahoma State University	1994*	1960
317	https://en.wikipedia.org/wiki/Tom_Cole	Oklahoma 4	 Cole, TomTom Cole	Republican	Oklahoma Senate, Oklahoma Secretary of State, college professor	"Grinnell College
Yale University
University of Oklahoma"	2003	1949
318	https://en.wikipedia.org/wiki/Steve_Russell_(politician)	Oklahoma 5	 Russell, SteveSteve Russell	Republican	Oklahoma Senate, U. S. Army Lieutenant Colonel	Ouachita Baptist University	2015	1963
319	https://en.wikipedia.org/wiki/Suzanne_Bonamici	Oregon 1	 Bonamici, SuzanneSuzanne Bonamici	Democratic	Oregon House of Representatives, Oregon State Senate	"Lane Community College
University of Oregon"	2012*	1954
320	https://en.wikipedia.org/wiki/Greg_Walden	Oregon 2	 Walden, GregGreg Walden	Republican	Oregon House of Representatives, Oregon State Senate	University of Oregon	1999	1957
321	https://en.wikipedia.org/wiki/Earl_Blumenauer	Oregon 3	 Blumenauer, EarlEarl Blumenauer	Democratic	Oregon House of Representatives, Multnomah County Commissioner, Portland City Commissioner	Lewis & Clark College	1996*	1948
322	https://en.wikipedia.org/wiki/Peter_DeFazio	Oregon 4	 DeFazio, PeterPeter DeFazio	Democratic	Lane County Commissioner	"Tufts University
University of Oregon
University of Notre Dame"	1987	1947
323	https://en.wikipedia.org/wiki/Kurt_Schrader	Oregon 5	 Schrader, KurtKurt Schrader	Democratic	Veterinarian, Oregon State Senate	"Cornell University
University of Illinois"	2009	1951
324	https://en.wikipedia.org/wiki/Bob_Brady	Pennsylvania 1	 Brady, BobBob Brady	Democratic	Congressional aide; Pennsylvania Turnpike Commission	St. Thomas More High School	1998*	1945
325	https://en.wikipedia.org/wiki/Dwight_Evans_(politician)	Pennsylvania 2	 Evans, DwightDwight Evans	Democratic		La Salle University	2016*	1954
326	https://en.wikipedia.org/wiki/Mike_Kelly_(Pennsylvania)	Pennsylvania 3	 Kelly, MikeMike Kelly	Republican	businessman	University of Notre Dame	2011	1948
327	https://en.wikipedia.org/wiki/Scott_Perry_(politician)	Pennsylvania 4	 Perry, ScottScott Perry	Republican	Pennsylvania House of Representatives	Pennsylvania State University	2013	1962
328	https://en.wikipedia.org/wiki/Glenn_Thompson_(politician)	Pennsylvania 5	 Thompson, GlennGlenn Thompson	Republican	Centre County Party Chairman	"Penn State University
Temple University"	2009	1959
329	https://en.wikipedia.org/wiki/Ryan_Costello	Pennsylvania 6	 Costello, RyanRyan Costello	Republican	Chester County Board of Commissioners, Chester County Recorder of Deeds	"Ursinus College
Villanova University School of Law"	2015	1976
330	https://en.wikipedia.org/wiki/Pat_Meehan	Pennsylvania 7	 Meehan, PatPat Meehan	Republican	Delaware County District Attorney, U.S. Attorney for the Eastern District of Pennsylvania	"Bowdoin College
Temple Law School"	2011	1955
331	https://en.wikipedia.org/wiki/Mike_Fitzpatrick	Pennsylvania 8	 Fitzpatrick, MikeMike Fitzpatrick	Republican	Bucks County Commissioner, U.S. House	"St. Thomas University
Dickinson School of Law"	2011	1963
332	https://en.wikipedia.org/wiki/Bill_Shuster	Pennsylvania 9	 Shuster, BillBill Shuster	Republican	Businessman	"Dickinson College
American University"	2001*	1961
333	https://en.wikipedia.org/wiki/Tom_Marino	Pennsylvania 10	 Marino, TomTom Marino	Republican	Lycoming County District Attorney, U.S. Attorney for the Middle District of Pennsylvania	"Lycoming College
Dickinson School of Law"	2011	1952
334	https://en.wikipedia.org/wiki/Lou_Barletta	Pennsylvania 11	 Barletta, LouLou Barletta	Republican	Mayor of Hazleton	"Luzerne County Community College
Bloomsburg University of Pennsylvania"	2011	1956
335	https://en.wikipedia.org/wiki/Keith_Rothfus	Pennsylvania 12	 Rothfus, KeithKeith Rothfus	Republican	Attorney	"SUNY Buffalo
University of Notre Dame"	2013	1962
336	https://en.wikipedia.org/wiki/Brendan_F._Boyle	Pennsylvania 13	 Boyle, Brendan F.Brendan F. Boyle	Democratic	Pennsylvania House of Representatives	"University of Notre Dame
Harvard University"	2015	1977
337	https://en.wikipedia.org/wiki/Michael_F._Doyle	Pennsylvania 14	 Doyle, MichaelMichael Doyle	Democratic	State Senator Chief of Staff	Penn State University	1995	1953
338	https://en.wikipedia.org/wiki/Charlie_Dent	Pennsylvania 15	 Dent, CharlieCharlie Dent	Republican	Pennsylvania State Senate, Pennsylvania House of Representatives	"Penn State University
Lehigh University"	2005	1960
339	https://en.wikipedia.org/wiki/Joseph_R._Pitts	Pennsylvania 16	 Pitts, JoeJoe Pitts	Republican	Pennsylvania House of Representatives	Asbury College	1997	1939
340	https://en.wikipedia.org/wiki/Matt_Cartwright	Pennsylvania 17	 Cartwright, MattMatt Cartwright	Democratic	Attorney	"Hamilton College
University of Pennsylvania Law School"	2013	1961
341	https://en.wikipedia.org/wiki/Timothy_F._Murphy	Pennsylvania 18	 Murphy, Timothy F.Timothy F. Murphy	Republican	Pennsylvania State Senate	"Wheeling Jesuit University
Cleveland State University
University of Pittsburgh"	2003	1952
342	https://en.wikipedia.org/wiki/David_Cicilline	Rhode Island 1	 Cicilline, DavidDavid Cicilline	Democratic	Mayor of Providence, Rhode Island House of Representatives	"Brown University
Georgetown University Law Center"	2011	1961
343	https://en.wikipedia.org/wiki/James_Langevin	Rhode Island 2	 Langevin, JimJim Langevin	Democratic	Secretary of State of Rhode Island, Rhode Island House of Representatives	"Rhode Island College
Harvard University"	2001	1964
344	https://en.wikipedia.org/wiki/Mark_Sanford	South Carolina 1	 Sanford, MarkMark Sanford	Republican	U.S. House (1995-2001), Governor of South Carolina	"Furman University
University of Virginia"	2013*	1960
345	https://en.wikipedia.org/wiki/Joe_Wilson_(U.S._politician)	South Carolina 2	 Wilson, JoeJoe Wilson	Republican	South Carolina Senate	"Washington and Lee University
University of South Carolina School of Law"	2001*	1947
346	https://en.wikipedia.org/wiki/Jeff_Duncan_(politician)	South Carolina 3	 Duncan, JeffJeff Duncan	Republican	South Carolina House of Representatives	Clemson University	2011	1966
347	https://en.wikipedia.org/wiki/Trey_Gowdy	South Carolina 4	 Gowdy, TreyTrey Gowdy	Republican	7th Circuit Solicitor	"Baylor University
University of South Carolina School of Law"	2011	1964
348	https://en.wikipedia.org/wiki/Mick_Mulvaney	South Carolina 5	 Mulvaney, MickMick Mulvaney	Republican	South Carolina House of Representatives, South Carolina Senate	"Georgetown University
University of North Carolina at Chapel Hill"	2011	1967
349	https://en.wikipedia.org/wiki/Jim_Clyburn	South Carolina 6	 Clyburn, JimJim Clyburn	Democratic	Political aide, teacher	South Carolina State University	1993	1940
350	https://en.wikipedia.org/wiki/Tom_Rice	South Carolina 7	 Rice, TomTom Rice	Republican	Attorney, businessman, chairman of the Horry County Council	University of South Carolina	2013	1957
351	https://en.wikipedia.org/wiki/Kristi_Noem	South Dakota At Large	 Noem, KristiKristi Noem	Republican	South Dakota House of Representatives	South Dakota State University	2011	1971
352	https://en.wikipedia.org/wiki/Phil_Roe_(politician)	Tennessee 1	 Roe, PhilPhil Roe	Republican	OB/GYN, Mayor of Johnson City	"Austin Peay State University
University of Tennessee"	2009	1945
353	https://en.wikipedia.org/wiki/Jimmy_Duncan_(U.S._politician)	Tennessee 2	 Duncan, JimmyJimmy Duncan	Republican	state court judge	"University of Tennessee
George Washington University"	1988*	1947
354	https://en.wikipedia.org/wiki/Chuck_Fleischmann	Tennessee 3	 Fleischmann, ChuckChuck Fleischmann	Republican	attorney	"University of Illinois
University of Tennessee College of Law"	2011	1962
355	https://en.wikipedia.org/wiki/Scott_DesJarlais	Tennessee 4	 DesJarlais, ScottScott DesJarlais	Republican	Physician	"University of South Dakota
University of South Dakota School of Medicine"	2011	1964
356	https://en.wikipedia.org/wiki/Jim_Cooper	Tennessee 5	 Cooper, JimJim Cooper	Democratic	U.S. House, college professor	"University of North Carolina
Oriel College
Harvard Law School"	2003	1954
357	https://en.wikipedia.org/wiki/Diane_Black	Tennessee 6	 Black, DianeDiane Black	Republican	Tennessee House of Representatives, Tennessee Senate	Belmont University	2011	1951
358	https://en.wikipedia.org/wiki/Marsha_Blackburn	Tennessee 7	 Blackburn, MarshaMarsha Blackburn	Republican	Tennessee Senate	Mississippi State University	2003	1952
359	https://en.wikipedia.org/wiki/Stephen_Fincher	Tennessee 8	 Fincher, StephenStephen Fincher	Republican	farmer		2011	1973
360	https://en.wikipedia.org/wiki/Steve_Cohen	Tennessee 9	 Cohen, SteveSteve Cohen	Democratic	Tennessee Senate, Attorney	"Vanderbilt University
University of Memphis"	2007	1949
361	https://en.wikipedia.org/wiki/Louie_Gohmert	Texas 1	 Gohmert, LouieLouie Gohmert	Republican	Texas appeals court judge	"Texas A&M University
Baylor University"	2005	1953
362	https://en.wikipedia.org/wiki/Ted_Poe	Texas 2	 Poe, TedTed Poe	Republican	Texas state district judge	"Abilene Christian University
University of Houston Law Center"	2005	1948
363	https://en.wikipedia.org/wiki/Sam_Johnson	Texas 3	 Johnson, SamSam Johnson	Republican	Texas House of Representatives, Colonel United States Air Force	Southern Methodist University	1991*	1930
364	https://en.wikipedia.org/wiki/John_Ratcliffe_(American_politician)	Texas 4	 Ratcliffe, JohnJohn Ratcliffe	Republican	Mayor of Heath, U.S. Attorney for Eastern District of Texas	"University of Notre Dame
Dedman School of Law"	2015	1965
365	https://en.wikipedia.org/wiki/Jeb_Hensarling	Texas 5	 Hensarling, JebJeb Hensarling	Republican	energy executive	"Texas A&M University
University of Texas at Austin"	2003	1957
366	https://en.wikipedia.org/wiki/Joe_Barton	Texas 6	 Barton, JoeJoe Barton	Republican	oil industry consultant	"Texas A&M University
Purdue University"	1985	1949
367	https://en.wikipedia.org/wiki/John_Culberson	Texas 7	 Culberson, JohnJohn Culberson	Republican	Texas House of Representatives	"Southern Methodist University
South Texas College of Law"	2001	1956
368	https://en.wikipedia.org/wiki/Kevin_Brady	Texas 8	 Brady, KevinKevin Brady	Republican	Texas House of Representatives	University of South Dakota	1997	1955
369	https://en.wikipedia.org/wiki/Al_Green_(politician)	Texas 9	 Green, AlAl Green	Democratic	Harris County Justice of the Peace, Houston NAACP president	"Florida A&M University
Tuskeegee Institute
Texas Southern University"	2005	1947
370	https://en.wikipedia.org/wiki/Michael_McCaul	Texas 10	 McCaul, MichaelMichael McCaul	Republican	Attorney, federal prosecutor	"Trinity University
St. Mary's University
Kennedy School of Government (attended)"	2005	1962
371	https://en.wikipedia.org/wiki/Mike_Conaway	Texas 11	 Conaway, MikeMike Conaway	Republican	oil exploration executive	Texas A&M University–Commerce	2005	1948
372	https://en.wikipedia.org/wiki/Kay_Granger	Texas 12	 Granger, KayKay Granger	Republican	Mayor of Fort Worth	Texas Wesleyan University	1999	1943
373	https://en.wikipedia.org/wiki/Mac_Thornberry	Texas 13	 Thornberry, MacMac Thornberry	Republican	Rancher, attorney	"Texas Tech University
University of Texas Law School"	1995	1958
374	https://en.wikipedia.org/wiki/Randy_Weber	Texas 14	 Weber, RandyRandy Weber	Republican	Texas House of Representatives, Pearland City Council	University of Houston–Clear Lake	2013	1953
375	https://en.wikipedia.org/wiki/Rub%C3%A9n_Hinojosa	Texas 15	 Hinojosa, RubénRubén Hinojosa	Democratic	food processing executive, Texas State Board of Education	"University of Texas at Austin
University of Texas-Pan American"	1997	1940
376	https://en.wikipedia.org/wiki/Beto_O%27Rourke	Texas 16	 O'Rourke, BetoBeto O'Rourke	Democratic	El Paso City Councilman	Columbia University	2013	1972
377	https://en.wikipedia.org/wiki/Bill_Flores	Texas 17	 Flores, BillBill Flores	Republican	businessman	"Texas A&M University
Houston Baptist University"	2011	1954
378	https://en.wikipedia.org/wiki/Sheila_Jackson_Lee	Texas 18	 Jackson Lee, SheilaSheila Jackson Lee	Democratic	Houston City Council, municipal judge	"Yale University
University of Virginia Law School"	1995	1950
379	https://en.wikipedia.org/wiki/Randy_Neugebauer	Texas 19	 Neugebauer, RandyRandy Neugebauer	Republican	Lubbock City Council, real estate developer	Texas Tech University	2003*	1949
380	https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Castro	Texas 20	 Castro, JoaquínJoaquín Castro	Democratic	Texas House of Representatives	"Stanford University
Harvard Law School"	2013	1974
381	https://en.wikipedia.org/wiki/Lamar_S._Smith	Texas 21	 Smith, Lamar S.Lamar S. Smith	Republican	Bexar County Commissioner, Texas House of Representatives	"Yale University
Southern Methodist University School of Law"	1987	1947
382	https://en.wikipedia.org/wiki/Pete_Olson	Texas 22	 Olson, PetePete Olson	Republican	Congressional aide	"Rice University
University of Texas at Austin"	2009	1962
383	https://en.wikipedia.org/wiki/Will_Hurd	Texas 23	 Hurd, WillWill Hurd	Republican	Corporate adviser, former CIA operative	Texas A&M University	2015	1977
384	https://en.wikipedia.org/wiki/Kenny_Marchant	Texas 24	 Marchant, KennyKenny Marchant	Republican	Mayor of Carrolton, Texas House of Representatives	Southern Nazarene University	2005	1951
385	https://en.wikipedia.org/wiki/Roger_Williams_(U.S._politician)	Texas 25	 Williams, RogerRoger Williams	Republican	Secretary of State of Texas	Texas Christian University	2013	1949
386	https://en.wikipedia.org/wiki/Michael_C._Burgess	Texas 26	 Burgess, MichaelMichael Burgess	Republican	Physician	"University of North Texas
University of Texas Health Science Center at Houston"	2003	1950
387	https://en.wikipedia.org/wiki/Blake_Farenthold	Texas 27	 Farenthold, BlakeBlake Farenthold	Republican	attorney	"University of Texas at Austin
St. Mary's University School of Law"	2011	1961
388	https://en.wikipedia.org/wiki/Henry_Cuellar	Texas 28	 Cuellar, HenryHenry Cuellar	Democratic	Texas House of Representatives, Texas Secretary of State	"Edmund A. Walsh School of Foreign Service
University of Texas at Austin"	2005	1955
389	https://en.wikipedia.org/wiki/Gene_Green	Texas 29	 Green, GeneGene Green	Democratic	Texas House of Representatives, Texas Senate	University of Houston	1993	1947
390	https://en.wikipedia.org/wiki/Eddie_Bernice_Johnson	Texas 30	 Johnson, EddieEddie Johnson	Democratic	Texas Senate, nurse	"Saint Mary's College-Indiana
Texas Christian University
Southern Methodist University"	1991	1935
391	https://en.wikipedia.org/wiki/John_Carter_(Texas)	Texas 31	 Carter, JohnJohn Carter	Republican	Texas state district judge	"Texas Tech University
University of Texas at Austin"	2003	1941
392	https://en.wikipedia.org/wiki/Pete_Sessions	Texas 32	 Sessions, PetePete Sessions	Republican	marketing executive	Southwestern University	1997	1955
393	https://en.wikipedia.org/wiki/Marc_Veasey	Texas 33	 Veasey, MarcMarc Veasey	Democratic	Texas House of Representatives	Texas Wesleyan University	2013	1971
394	https://en.wikipedia.org/wiki/Filemon_Vela,_Jr.	Texas 34	 Vela, Jr., FilemonFilemon Vela, Jr.	Democratic	Attorney	"Georgetown University
University of Texas School of Law"	2013	1963
395	https://en.wikipedia.org/wiki/Lloyd_Doggett	Texas 35	 Doggett, LloydLloyd Doggett	Democratic	Texas Senate, Texas Supreme Court justice, college professor	University of Texas at Austin	1995	1946
396	https://en.wikipedia.org/wiki/Brian_Babin	Texas 36	 Babin, BrianBrian Babin	Republican	Lower Neches Valley Authority, Texas Historical Commission, Mayor of Woodville	"Lamar University
University of Texas Dental School"	2015	1948
397	https://en.wikipedia.org/wiki/Rob_Bishop	Utah 1	 Bishop, RobRob Bishop	Republican	Speaker of the Utah House of Representatives, Chairman of the Utah Republican Party	University of Utah	2003	1951
398	https://en.wikipedia.org/wiki/Chris_Stewart_(politician)	Utah 2	 Stewart, ChrisChris Stewart	Republican	Author, businessman	Utah State University	2013	1960
399	https://en.wikipedia.org/wiki/Jason_Chaffetz	Utah 3	 Chaffetz, JasonJason Chaffetz	Republican	Business relations executive	Brigham Young University	2009	1967
400	https://en.wikipedia.org/wiki/Mia_Love	Utah 4	 Love, MiaMia Love	Republican	Mayor of Saratoga Springs	University of Hartford	2015	1975
401	https://en.wikipedia.org/wiki/Peter_Welch	Vermont At Large	 Welch, PeterPeter Welch	Democratic	Vermont Senate President Pro Tempore	"College of the Holy Cross
University of California, Berkeley"	2007	1947
402	https://en.wikipedia.org/wiki/Rob_Wittman	Virginia 1	 Wittman, RobRob Wittman	Republican	Mayor of Montross, Westmoreland County Board of Supervisors, Virginia House of Delegates	"Virginia Tech
University of North Carolina
Virginia Commonwealth University"	2007*	1959
403	https://en.wikipedia.org/wiki/Scott_Rigell	Virginia 2	 Rigell, ScottScott Rigell	Republican	businessman	"Mercer University
Regent University"	2011	1960
404	https://en.wikipedia.org/wiki/Bobby_Scott_(U.S._politician)	Virginia 3	 Scott, RobertRobert Scott	Democratic	Virginia Senate, Virginia House of Delegates	"Harvard University
Boston College Law School"	1993	1947
405	https://en.wikipedia.org/wiki/Randy_Forbes	Virginia 4	 Forbes, RandyRandy Forbes	Republican	Virginia Senate, Virginia House of Delegates, Chairman of the Virginia Republican Party	"Randolph-Macon College
University of Virginia School of Law"	2001	1952
406	https://en.wikipedia.org/wiki/Robert_Hurt_(politician)	Virginia 5	 Hurt, RobertRobert Hurt	Republican	Virginia Senate, Virginia House of Delegates	"Hampden-Sydney College
Mississippi College School of Law"	2011	1969
407	https://en.wikipedia.org/wiki/Bob_Goodlatte	Virginia 6	 Goodlatte, BobBob Goodlatte	Republican	Private legal practice	"Bates College
Washington and Lee University"	1993	1952
408	https://en.wikipedia.org/wiki/Dave_Brat	Virginia 7	 Brat, DaveDave Brat	Republican	Economics professor at Randolph–Macon College	"Hope College
Princeton Theological Seminary
American University"	2014*	1964
409	https://en.wikipedia.org/wiki/Don_Beyer	Virginia 8	 Beyer, DonDon Beyer	Democratic	U.S. Ambassador to Switzerland and Liechtenstein, Lieutenant Governor of Virginia	Williams College	2015	1950
410	https://en.wikipedia.org/wiki/Morgan_Griffith	Virginia 9	 Griffith, MorganMorgan Griffith	Republican	Majority Leader of the Virginia House of Delegates	"Emory and Henry College
Washington and Lee University"	2011	1958
411	https://en.wikipedia.org/wiki/Barbara_Comstock	Virginia 10	 Comstock, BarbaraBarbara Comstock	Republican	Virginia House of Delegates	"Middlebury College
Georgetown University Law Center"	2015	1959
412	https://en.wikipedia.org/wiki/Gerry_Connolly	Virginia 11	 Connolly, GerryGerry Connolly	Democratic	Chairman of the Fairfax County Board of Supervisors	"Maryknoll College (Illinois) (closed)
Harvard University"	2009	1950
413	https://en.wikipedia.org/wiki/Suzan_DelBene	Washington 1	 DelBene, SuzanSuzan DelBene	Democratic	Washington Department of Revenue Director	"Reed College
University of Washington"	2012*	1963
414	https://en.wikipedia.org/wiki/Rick_Larsen	Washington 2	 Larsen, RickRick Larsen	Democratic	Snohomish County Council	"Pacific Lutheran University
University of Minnesota"	2001	1965
415	https://en.wikipedia.org/wiki/Jaime_Herrera_Beutler	Washington 3	 Herrera Beutler, JaimeJaime Herrera Beutler	Republican	Washington House of Representatives	University of Washington	2011	1978
416	https://en.wikipedia.org/wiki/Dan_Newhouse	Washington 4	 Newhouse, DanDan Newhouse	Republican	Washington House of Representatives	Washington State University	2015	1955
417	https://en.wikipedia.org/wiki/Cathy_McMorris_Rodgers	Washington 5	 McMorris Rodgers, CathyCathy McMorris Rodgers	Republican	Washington House of Representatives	"Pensacola Christian College
University of Washington"	2005	1969
418	https://en.wikipedia.org/wiki/Derek_Kilmer	Washington 6	 Kilmer, DerekDerek Kilmer	Democratic	Washington State Senate	"Princeton University
University of Oxford"	2013	1974
419	https://en.wikipedia.org/wiki/Jim_McDermott	Washington 7	 McDermott, JimJim McDermott	Democratic	Psychiatrist, Washington State Senate	"Wheaton College
University of Illinois"	1989	1936
420	https://en.wikipedia.org/wiki/Dave_Reichert	Washington 8	 Reichert, DaveDave Reichert	Republican	King County Sheriff	Concordia College	2005	1950
421	https://en.wikipedia.org/wiki/Adam_Smith_(politician)	Washington 9	 Smith, AdamAdam Smith	Democratic	Washington State Senate	"Fordham University
University of Washington"	1997	1965
422	https://en.wikipedia.org/wiki/Dennis_Heck	Washington 10	 Heck, DennisDennis Heck	Democratic	Washington House of Representatives	The Evergreen State College	2013	1952
423	https://en.wikipedia.org/wiki/David_McKinley	West Virginia 1	 McKinley, DavidDavid McKinley	Republican	West Virginia House of Delegates, businessman	Purdue University	2011	1947
424	https://en.wikipedia.org/wiki/Alex_Mooney	West Virginia 2	 Mooney, AlexAlex Mooney	Republican	Maryland Senate	Dartmouth College	2015	1971
425	https://en.wikipedia.org/wiki/Evan_Jenkins_(politician)	West Virginia 3	 Jenkins, EvanEvan Jenkins	Republican	West Virginia Senate, West Virginia House of Delegates	"University of Florida
Cumberland School of Law"	2015	1960
426	https://en.wikipedia.org/wiki/Paul_Ryan	Wisconsin 1	 Ryan, PaulPaul Ryan	Republican	Legislative Director	Miami University	1999	1970
427	https://en.wikipedia.org/wiki/Mark_Pocan	Wisconsin 2	 Pocan, MarkMark Pocan	Democratic	Wisconsin State Assembly	University of Wisconsin–Madison	2013	1964
428	https://en.wikipedia.org/wiki/Ron_Kind	Wisconsin 3	 Kind, RonRon Kind	Democratic	County Prosecutor	"London School of Economics
University of Minnesota"	1997	1963
429	https://en.wikipedia.org/wiki/Gwen_Moore	Wisconsin 4	 Moore, GwenGwen Moore	Democratic	Wisconsin State Senate, Wisconsin State Assembly	Marquette University	2005	1951
430	https://en.wikipedia.org/wiki/Jim_Sensenbrenner	Wisconsin 5	 Sensenbrenner, JimJim Sensenbrenner	Republican	Wisconsin State Senate, Wisconsin State Assembly	"Stanford University
University of Wisconsin"	1979	1943
431	https://en.wikipedia.org/wiki/Glenn_Grothman	Wisconsin 6	 Grothman, GlennGlenn Grothman	Republican	Wisconsin Senate, Wisconsin State Assembly	"University of Wisconsin–Madison
University of Wisconsin Law School"	2015	1955
432	https://en.wikipedia.org/wiki/Sean_Duffy	Wisconsin 7	 Duffy, SeanSean Duffy	Republican	Ashland County District Attorney	"St. Mary's University
William Mitchell College of Law"	2011	1971
433	https://en.wikipedia.org/wiki/Reid_Ribble	Wisconsin 8	 Ribble, ReidReid Ribble	Republican	businessman	Grand Rapids School of Bible and Music	2011	1956
434	https://en.wikipedia.org/wiki/Cynthia_Lummis	Wyoming At Large	 Lummis, CynthiaCynthia Lummis	Republican	Wyoming State Treasurer, Wyoming Senate, Wyoming House of Representatives	University of Wyoming	2009	1954
